FIX
1.0	0.000	0.000	0.000
TRIP
DATE 2009-06-27 
DECLINATION     0.00
DATA
27.416	-72.886	28.107	-74.707
28.107	-74.707	19.003	-79.760
28.107	-74.707	24.037	-78.938
28.107	-74.707	29.568	-74.566
26.281	-71.104	27.416	-72.886
27.416	-72.886	27.321	-73.104
27.416	-72.886	26.851	-72.992
27.416	-72.886	27.386	-72.817
27.416	-72.886	28.771	-72.399
27.416	-72.886	27.581	-74.431
27.416	-72.886	26.537	-74.105
27.416	-72.886	26.820	-73.819
23.235	-67.327	26.281	-71.104
26.281	-71.104	27.274	-70.303
26.281	-71.104	26.715	-70.760
26.281	-71.104	26.371	-71.060
24.105	-62.903	23.235	-67.327
23.235	-67.327	24.385	-66.906
23.235	-67.327	23.644	-67.305
23.235	-67.327	23.195	-67.377
23.235	-67.327	25.271	-70.871
23.235	-67.327	25.939	-69.717
18.630	-66.582	18.073	-66.135
20.076	-66.562	18.630	-66.582
24.105	-62.903	20.076	-66.562
20.076	-66.562	22.987	-63.121
20.076	-66.562	19.879	-65.609
20.076	-66.562	19.828	-64.933
20.076	-66.562	20.222	-66.136
20.021	-56.655	19.525	-54.029
24.105	-62.903	20.021	-56.655
20.021	-56.655	19.623	-56.742
20.021	-56.655	20.043	-56.653
20.021	-56.655	19.918	-56.737
20.021	-56.655	21.350	-56.616
26.426	-56.239	24.105	-62.903
24.105	-62.903	21.430	-62.679
24.105	-62.903	23.901	-63.286
24.105	-62.903	22.944	-62.801
24.105	-62.903	20.257	-66.074
24.105	-62.903	23.527	-59.443
24.105	-62.903	21.902	-60.859
24.105	-62.903	21.096	-64.905
24.105	-62.903	20.226	-66.604
24.105	-62.903	22.136	-66.231
24.105	-62.903	24.076	-65.578
19.532	-53.856	26.426	-56.239
26.426	-56.239	25.832	-56.376
26.426	-56.239	26.389	-56.293
26.426	-56.239	25.765	-56.306
26.426	-56.239	24.261	-57.014
26.426	-56.239	26.148	-54.773
19.532	-53.856	26.579	-49.829
15.640	-50.493	19.532	-53.856
19.532	-53.856	20.160	-52.342
19.532	-53.856	20.316	-53.614
19.532	-53.856	19.025	-54.703
19.532	-53.856	18.140	-51.974
19.532	-53.856	21.470	-55.476
19.532	-53.856	22.731	-53.850
19.532	-53.856	21.284	-51.807
15.640	-50.493	14.009	-49.925
15.640	-50.493	16.532	-48.527
15.640	-50.493	19.838	-50.157
14.674	-47.757	15.640	-50.493
15.640	-50.493	17.559	-49.262
15.640	-50.493	16.139	-48.233
15.640	-50.493	19.340	-49.585
15.640	-50.493	17.133	-51.316
15.640	-50.493	15.918	-50.410
15.640	-50.493	15.091	-51.674
14.142	-42.969	14.674	-47.757
14.674	-47.757	17.066	-47.160
14.674	-47.757	14.856	-47.730
14.674	-47.757	14.283	-48.124
14.674	-47.757	14.667	-47.864
14.674	-47.757	17.458	-49.314
14.674	-47.757	16.120	-47.891
12.211	-39.577	14.142	-42.969
14.142	-42.969	15.213	-42.505
14.142	-42.969	13.597	-43.354
14.142	-42.969	14.325	-42.936
14.142	-42.969	13.931	-43.037
14.142	-42.969	14.402	-39.670
12.211	-39.577	12.724	-41.388
9.152	-31.997	12.211	-39.577
12.211	-39.577	13.896	-38.508
12.211	-39.577	12.134	-39.114
12.211	-39.577	12.015	-39.667
12.211	-39.577	12.191	-38.821
12.211	-39.577	12.476	-35.807
7.582	-27.717	9.152	-31.997
9.152	-31.997	10.444	-31.395
9.152	-31.997	7.427	-33.141
9.152	-31.997	9.197	-32.081
9.152	-31.997	9.639	-31.806
9.152	-31.997	9.249	-31.963
9.152	-31.997	8.998	-28.833
9.152	-31.997	10.434	-36.063
4.558	-25.744	7.582	-27.717
7.582	-27.717	6.613	-28.282
7.582	-27.717	7.576	-27.720
7.582	-27.717	6.888	-27.978
7.582	-27.717	5.252	-27.250
7.582	-27.717	6.088	-29.916
7.582	-27.717	8.149	-30.262
4.158	-20.461	4.558	-25.744
4.558	-25.744	5.729	-24.993
4.558	-25.744	4.502	-25.911
4.558	-25.744	5.038	-25.417
4.558	-25.744	4.696	-23.036
4.558	-25.744	7.285	-26.422
1.157	-15.513	4.158	-20.461
4.158	-20.461	2.946	-20.820
4.158	-20.461	4.177	-20.449
4.158	-20.461	4.351	-20.468
4.158	-20.461	3.377	-20.770
4.158	-20.461	2.340	-18.484
4.158	-20.461	3.312	-24.559
2.026	-12.008	1.157	-15.513
1.157	-15.513	2.687	-15.029
1.157	-15.513	1.154	-15.610
1.157	-15.513	1.974	-15.324
0.652	-3.506	2.026	-12.008
2.026	-12.008	3.034	-12.153
2.026	-12.008	3.381	-12.070
2.026	-12.008	1.918	-12.038
2.026	-12.008	1.362	-12.035
2.026	-12.008	0.725	-12.172
2.026	-12.008	1.899	-12.152
2.026	-12.008	2.718	-8.972
0.000	0.000	0.652	-3.506
0.652	-3.506	1.872	-3.448
0.652	-3.506	0.866	-3.660
0.652	-3.506	-0.584	-3.774
0.652	-3.506	1.670	-2.124
0.652	-3.506	-0.928	-2.431
0.652	-3.506	3.001	-3.003
0.652	-3.506	1.077	-8.297
0.652	-3.506	1.868	-6.429
0.000	0.000	-1.569	-1.174
0.000	0.000	2.105	-0.053
0.000	0.000	-0.103	-0.227
0.000	0.000	0.961	-1.059
0.000	0.000	1.104	-0.382
POLYLINE GRAY
52.685	-87.535
52.745	-87.550
52.850	-87.445
52.850	-87.415
52.790	-87.385
52.760	-87.385
52.685	-87.505
52.700	-87.595
52.775	-87.670
52.835	-87.685
52.940	-87.655
52.955	-87.610
POLYLINE GRAY
52.565	-87.415
52.400	-87.580
52.415	-87.685
52.490	-87.730
52.625	-87.655
POLYLINE GRAY
52.235	-87.490
52.235	-87.655
POLYLINE GRAY
53.360	-87.910
53.255	-87.745
53.120	-87.385
52.940	-87.190
52.775	-87.175
52.760	-87.205
52.505	-87.145
52.415	-87.130
52.265	-87.160
51.980	-87.340
51.815	-87.460
51.740	-87.565
POLYLINE GRAY
51.665	-87.955
51.560	-88.015
51.410	-87.880
51.215	-87.730
51.035	-87.730
50.825	-87.910
POLYLINE GRAY
49.835	-88.180
49.805	-88.195
49.985	-88.165
POLYLINE GRAY
49.880	-88.345
49.940	-88.360
POLYLINE GRAY
49.925	-88.465
50.015	-88.510
50.045	-88.510
POLYLINE GRAY
49.850	-88.105
49.970	-88.240
50.000	-88.540
49.970	-88.630
POLYLINE GRAY
50.555	-87.460
50.540	-87.505
50.645	-87.625
50.735	-87.625
50.900	-87.580
51.110	-87.550
51.335	-87.610
51.410	-87.595
51.530	-87.625
51.755	-87.640
51.860	-87.715
51.995	-87.970
52.130	-88.150
POLYLINE BLUE
51.530	-87.895
51.350	-87.910
51.410	-87.670
POLYLINE BLUE
51.710	-87.550
51.680	-87.715
51.530	-87.760
51.500	-87.760
51.470	-87.790
POLYLINE BLUE
51.605	-88.375
51.470	-88.240
51.365	-88.330
51.350	-88.540
POLYLINE BLUE
51.515	-88.375
51.620	-88.675
51.650	-88.585
51.560	-88.420
51.530	-88.420
51.440	-88.315
POLYLINE BROWN
54.935	-87.865
54.965	-87.880
54.995	-87.820
54.980	-87.790
54.995	-87.760
54.905	-87.640
54.755	-87.715
54.725	-87.835
54.740	-87.895
54.800	-87.955
54.920	-87.865
54.950	-87.880
54.920	-87.715
